"Cook","FFY2016","White","Female","Non-Hispanic","55 to 74","18814","56.5"
"Cook","FFY2016","White","Male","Non-Hispanic","55 to 74","19031","57.2"
"Cook","FFY2016","Black","Female","Non-Hispanic","75 plus","13378","80.1"
"Cook","FFY2016","Black","Male","Non-Hispanic","75 plus","5756","75.3"
"Cook","FFY2016","Unknown","Female","Non-Hispanic","75 plus","2703","75.5"
"Cook","FFY2016","Unknown","Male","Non-Hispanic","75 plus","1320","67.5"
"Cook","FFY2016","White","Female","Non-Hispanic","75 plus","21952","73.1"
"Cook","FFY2016","White","Male","Non-Hispanic","75 plus","12199","70.2"
"","","","","","","",""
"Rate Type: ER Chronic Conditions All CC ICD10. Formula: .","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"ER Chronic Conditions Ischemic Heart Disease ICD10","","","","","","",""
"","","","","","","",""
"Source: IDPH Discharge Data","","","","","","",""
"","","","","","","",""
"Description: Code group I25.","","","","","","",""
"","","","","","","",""
"Area","Year(s)","Race","Gender","Ethnicity","Age Range","Count","Rate"
"Illinois","FFY2016","ALL","ALL","ALL","ALL","152152","7.1"
"Cook","FFY2016","ALL","ALL","ALL","ALL","42628","5.7"
"Illinois","FFY2016","Black","Female","Non-Hispanic","18 to 34","267","0"
"Illinois","FFY2016","Black","Male","Non-Hispanic","18 to 34","200","0"
"Illinois","FFY2016","Unknown","Female","Non-Hispanic","18 to 34","22","0"
"Illinois","FFY2016","Unknown","Male","Non-Hispanic","18 to 34","36","0"
"Illinois","FFY2016","White","Female","Non-Hispanic","18 to 34","436","0"
"Illinois","FFY2016","White","Male","Non-Hispanic","18 to 34","418","0"
"Illinois","FFY2016","Black","Female","Non-Hispanic","35 to 54","3045","0"
"Illinois","FFY2016","Black","Male","Non-Hispanic","35 to 54","3083","0"
"Illinois","FFY2016","Unknown","Female","Non-Hispanic","35 to 54","382","0"
"Illinois","FFY2016","Unknown","Male","Non-Hispanic","35 to 54","542","0"
"Illinois","FFY2016","White","Female","Non-Hispanic","35 to 54","6388","0"
"Illinois","FFY2016","White","Male","Non-Hispanic","35 to 54","9334","0"
"Illinois","FFY2016","Black","Female","Non-Hispanic","55 to 74","6078","0"
"Illinois","FFY2016","Black","Male","Non-Hispanic","55 to 74","5964","0"
"Illinois","FFY2016","Unknown","Female","Non-Hispanic","55 to 74","939","0"
"Illinois","FFY2016","Unknown","Male","Non-Hispanic","55 to 74","1500","0"
"Illinois","FFY2016","White","Female","Non-Hispanic","55 to 74","18580","0"
"Illinois","FFY2016","White","Male","Non-Hispanic","55 to 74","29981","0"
"Illinois","FFY2016","Black","Female","Non-Hispanic","75 plus","3391","0"
"Illinois","FFY2016","Black","Male","Non-Hispanic","75 plus","1952","0"
"Illinois","FFY2016","Unknown","Female","Non-Hispanic","75 plus","780","0"
"Illinois","FFY2016","Unknown","Male","Non-Hispanic","75 plus","836","0"
"Illinois","FFY2016","White","Female","Non-Hispanic","75 plus","22936","0"
"Illinois","FFY2016","White","Male","Non-Hispanic","75 plus","23736","0"
"Cook","FFY2016","Black","Female","Non-Hispanic","18 to 34","130","0.3"
"Cook","FFY2016","Black","Male","Non-Hispanic","18 to 34","88","0.3"
"Cook","FFY2016","Unknown","Female","Non-Hispanic","18 to 34","13","0.2"
"Cook","FFY2016","Unknown","Male","Non-Hispanic","18 to 34","12","0.2"
"Cook","FFY2016","White","Female","Non-Hispanic","18 to 34","86","0.4"
"Cook","FFY2016","White","Male","Non-Hispanic","18 to 34","36","0.2"
"Cook","FFY2016","Black","Female","Non-Hispanic","35 to 54","1454","2.5"
"Cook","FFY2016","Black","Male","Non-Hispanic","35 to 54","1735","3.7"
"Cook","FFY2016","Unknown","Female","Non-Hispanic","35 to 54","175","1.8"
"Cook","FFY2016","Unknown","Male","Non-Hispanic","35 to 54","239","2.7"
"Cook","FFY2016","White","Female","Non-Hispanic","35 to 54","647","2.2"
"Cook","FFY2016","White","Male","Non-Hispanic","35 to 54","1235","4.2"
"Cook","FFY2016","Black","Female","Non-Hispanic","55 to 74","3676","8.1"
"Cook","FFY2016","Black","Male","Non-Hispanic","55 to 74","3637","9.7"
"Cook","FFY2016","Unknown","Female","Non-Hispanic","55 to 74","493","6.5"
"Cook","FFY2016","Unknown","Male","Non-Hispanic","55 to 74","707","9.9"
"Cook","FFY2016","White","Female","Non-Hispanic","55 to 74","2838","8.5"
"Cook","FFY2016","White","Male","Non-Hispanic","55 to 74","5447","16.4"
"Cook","FFY2016","Black","Female","Non-Hispanic","75 plus","2317","13.9"
"Cook","FFY2016","Black","Male","Non-Hispanic","75 plus","1260","16.5"
"Cook","FFY2016","Unknown","Female","Non-Hispanic","75 plus","342","9.5"
"Cook","FFY2016","Unknown","Male","Non-Hispanic","75 plus","369","18.9"
"Cook","FFY2016","White","Female","Non-Hispanic","75 plus","4659","15.5"
"Cook","FFY2016","White","Male","Non-Hispanic","75 plus","4685","26.9"
"","","","","","","",""
"Rate Type: ER Chronic Conditions All CC ICD10. Formula: .","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"ER Chronic Conditions Kidney Disease ICD10","","","","","","",""
"","","","","","","",""
"Source: IDPH Discharge Data","","","","","","",""
"","","","","","","",""
"Description: Code group N18.","","","","","","",""
"","","","","","","",""
"Area","Year(s)","Race","Gender","Ethnicity","Age Range","Count","Rate"
"Illinois","FFY2016","ALL","ALL","ALL","ALL","72239","3.4"
"Cook","FFY2016","ALL","ALL","ALL","ALL","28138","3.8"
"Illinois","FFY2016","Black","Female","Non-Hispanic","18 to 34","946","0"
"Illinois","FFY2016","Black","Male","Non-Hispanic","18 to 34","622","0"
"Illinois","FFY2016","Unknown","Female","Non-Hispanic","18 to 34","84","0"
"Illinois","FFY2016","Unknown","Male","Non-Hispanic","18 to 34","69","0"
"Illinois","FFY2016","White","Female","Non-Hispanic","18 to 34","593","0"
"Illinois","FFY2016","White","Male","Non-Hispanic","18 to 34","341","0"
"Illinois","FFY2016","Black","Female","Non-Hispanic","35 to 54","2928","0"
"Illinois","FFY2016","Black","Male","Non-Hispanic","35 to 54","3636","0"
"Illinois","FFY2016","Unknown","Female","Non-Hispanic","35 to 54","237","0"
"Illinois","FFY2016","Unknown","Male","Non-Hispanic","35 to 54","340","0"
"Illinois","FFY2016","White","Female","Non-Hispanic","35 to 54","2089","0"
"Illinois","FFY2016","White","Male","Non-Hispanic","35 to 54","2256","0"
"Illinois","FFY2016","Black","Female","Non-Hispanic","55 to 74","4854","0"
"Illinois","FFY2016","Black","Male","Non-Hispanic","55 to 74","5112","0"
"Illinois","FFY2016","Unknown","Female","Non-Hispanic","55 to 74","612","0"
"Illinois","FFY2016","Unknown","Male","Non-Hispanic","55 to 74","631","0"
"Illinois","FFY2016","White","Female","Non-Hispanic","55 to 74","6674","0"
"Illinois","FFY2016","White","Male","Non-Hispanic","55 to 74","7930","0"
"Illinois","FFY2016","Black","Female","Non-Hispanic","75 plus","2998","0"
"Illinois","FFY2016","Black","Male","Non-Hispanic","75 plus","1790","0"
"Illinois","FFY2016","Unknown","Female","Non-Hispanic","75 plus","485","0"
"Illinois","FFY2016","Unknown","Male","Non-Hispanic","75 plus","378","0"
"Illinois","FFY2016","White","Female","Non-Hispanic","75 plus","10112","0"
"Illinois","FFY2016","White","Male","Non-Hispanic","75 plus","8849","0"
"Cook","FFY2016","Black","Female","Non-Hispanic","18 to 34","599","1.4"
"Cook","FFY2016","Black","Male","Non-Hispanic","18 to 34","396","1.3"
"Cook","FFY2016","Unknown","Female","Non-Hispanic","18 to 34","56","0.8"
"Cook","FFY2016","Unknown","Male","Non-Hispanic","18 to 34","44","0.7"
"Cook","FFY2016","White","Female","Non-Hispanic","18 to 34","108","0.5"
"Cook","FFY2016","White","Male","Non-Hispanic","18 to 34","56","0.3"
"Cook","FFY2016","Black","Female","Non-Hispanic","35 to 54","1608","2.7"
"Cook","FFY2016","Black","Male","Non-Hispanic","35 to 54","2302","4.9"
"Cook","FFY2016","Unknown","Female","Non-Hispanic","35 to 54","129","1.4"
"Cook","FFY2016","Unknown","Male","Non-Hispanic","35 to 54","203","2.3"
"Cook","FFY2016","White","Female","Non-Hispanic","35 to 54","263","0.9"
"Cook","FFY2016","White","Male","Non-Hispanic","35 to 54","384","1.3"
"Cook","FFY2016","Black","Female","Non-Hispanic","55 to 74","3070","6.7"
"Cook","FFY2016","Black","Male","Non-Hispanic","55 to 74","3375","9"
"Cook","FFY2016","Unknown","Female","Non-Hispanic","55 to 74","366","4.8"
"Cook","FFY2016","Unknown","Male","Non-Hispanic","55 to 74","383","5.4"
"Cook","FFY2016","White","Female","Non-Hispanic","55 to 74","948","2.8"
"Cook","FFY2016","White","Male","Non-Hispanic","55 to 74","1602","4.8"
"Cook","FFY2016","Black","Female","Non-Hispanic","75 plus","2130","12.7"
"Cook","FFY2016","Black","Male","Non-Hispanic","75 plus","1293","16.9"
"Cook","FFY2016","Unknown","Female","Non-Hispanic","75 plus","253","7.1"
"Cook","FFY2016","Unknown","Male","Non-Hispanic","75 plus","216","11"
"Cook","FFY2016","White","Female","Non-Hispanic","75 plus","1839","6.1"
"Cook","FFY2016","White","Male","Non-Hispanic","75 plus","1836","10.6"
"","","","","","","",""
"Rate Type: ER Chronic Conditions All CC ICD10. Formula: .","","","","","","",""
"","","","","","","",""
"Source: IQuery, Illinois Department of Public Health","","","","","","",""
